seed,node,peer,source,destination,sequence,hop_sequence,completion_s,reason,resend_count,capacity_released,nsdp_released,event_index,unique_delivered_by_stop,first_delivery_s,delivery_after_hop_completion
129,8,2,7,1,1444,118,521.833295346,dack,0,0,1,226106,True,1087.915811086,True
129,8,2,7,1,1543,120,523.380295346,dack,0,0,1,227614,True,1093.427811086,True
129,8,2,7,1,1536,119,523.380295346,dack,0,0,1,227616,True,1108.390811086,True
129,8,2,7,1,1544,121,525.629295346,dack,0,0,1,229230,True,1109.963811086,True
129,8,2,8,1,1971,123,526.474295346,dack,0,0,1,229954,True,1109.261811086,True
129,8,2,7,1,1551,122,527.358295346,dack,1,0,1,230850,True,1094.038811086,True
129,8,2,8,1,1979,124,529.425295346,dack,1,0,1,232423,True,1097.639811086,True
129,4,5,8,1,884,84,530.114292444,ack,1,1,1,233020,True,576.430811086,True
129,7,8,7,1,1912,84,531.310292442,ack,0,1,1,234338,True,1190.602811086,True
129,4,5,8,1,896,86,531.414292444,ack,0,1,1,234489,True,576.963811086,True
129,7,8,7,1,1942,86,532.467292442,ack,0,1,1,235483,False,,
129,7,8,7,1,1924,85,532.467292442,ack,0,1,1,235486,True,1191.733811086,True
129,7,8,7,1,2052,87,533.390292442,dack,0,0,1,236723,True,1217.148811086,True
129,7,8,7,1,2088,89,536.614292442,dack,1,0,1,240468,True,1215.848811086,True
129,8,2,8,1,2003,126,536.692295346,dack,2,0,1,240575,True,1151.914811086,True
129,4,5,8,1,902,87,537.888292444,ack,1,1,1,241867,True,577.704811086,True
129,7,8,7,1,2089,90,538.213292442,dack,1,0,1,242208,True,1204.356811086,True
129,7,8,7,1,2060,88,538.213292442,dack,2,0,1,242210,True,1230.005811086,True
129,8,2,8,1,1990,125,539.236000028,no_ack,2,1,1,243245,False,,
129,4,5,8,1,908,88,539.383292444,ack,0,1,1,243534,True,580.226811086,True
129,7,8,7,1,2188,91,541.333292442,dack,1,0,1,245699,True,1220.554811086,True
129,8,2,8,1,2004,127,542.906295346,dack,1,0,1,247066,True,1123.184811086,True
129,8,2,7,1,1569,130,544.453295346,dack,0,0,1,248389,True,1124.627811086,True
129,8,2,7,1,1647,129,544.453295346,dack,0,0,1,248391,False,,
129,8,2,8,1,2016,128,544.817295346,dack,1,0,1,248701,True,1121.091811086,True
129,8,2,7,1,1664,132,547.417295346,dack,0,0,1,250889,True,1124.380811086,True
129,8,2,8,1,2128,133,547.989295346,dack,0,0,1,251326,True,1130.776811086,True
129,4,5,8,1,926,91,550.186292444,ack,2,1,1,253239,True,584.282811086,True
129,4,5,8,1,914,89,550.186292444,ack,2,1,1,253242,True,582.371811086,True
129,4,5,8,1,890,90,552.769000028,no_ack,2,1,1,255435,False,,
129,8,2,8,1,2132,134,552.838295346,dack,1,0,1,255617,True,1137.809811086,True
129,7,8,7,1,2195,92,554.086292442,dack,0,0,1,256751,True,1233.398811086,True
129,4,5,8,1,932,92,554.242292444,ack,1,1,1,257008,True,587.168811086,True
129,8,2,7,1,1660,131,554.615000028,no_ack,2,1,1,257503,False,,
129,7,8,7,1,2196,93,557.024292442,dack,0,0,1,259978,True,1233.671811086,True
129,7,8,7,1,2201,94,558.714292442,dack,0,0,1,261548,False,,
129,7,8,7,1,2217,95,561.717292442,dack,0,0,1,264629,True,1234.802811086,True
129,8,2,7,1,1686,138,565.565295346,dack,0,0,1,267740,True,1164.992811086,True
129,8,2,7,1,1671,137,565.565295346,dack,0,0,1,267742,True,1157.387811086,True
129,8,2,8,1,2146,135,566.176295346,dack,1,0,1,268360,False,,
129,8,2,7,1,1778,139,568.139295346,dack,0,0,1,270038,True,1173.455811086,True
129,8,2,7,1,1781,140,568.763295346,dack,0,0,1,270515,True,1190.199811086,True
129,8,2,8,1,2170,136,569.569295346,dack,2,0,1,271233,True,1167.865811086,True
129,4,5,8,1,938,94,569.890000028,no_ack,2,1,1,271450,False,,
129,4,5,8,1,944,95,573.075000028,no_ack,2,1,1,273920,False,,
129,8,2,7,1,1788,141,573.742295346,dack,0,0,1,274679,True,1187.287811086,True
129,7,8,7,1,2245,96,574.886292442,dack,0,0,1,275792,True,1248.660811086,True
129,7,8,7,1,2324,97,577.967292442,dack,0,0,1,278321,False,,
129,8,2,7,1,1819,142,578.110295346,dack,0,0,1,278451,True,1169.542811086,True
129,7,8,7,1,2352,99,579.631292442,dack,0,0,1,279770,True,1252.144811086,True
129,7,8,7,1,2330,98,581.282292442,dack,1,0,1,281499,True,1258.891811086,True
129,4,5,8,1,920,96,583.553000028,no_ack,2,1,1,283870,False,,
129,7,8,7,1,2443,100,584.532292442,dack,1,0,1,284909,True,1259.424811086,True
129,8,2,8,1,2272,145,587.691295346,dack,0,0,1,287392,True,1202.406811086,True
129,8,2,8,1,2281,146,589.173295346,dack,0,0,1,288779,True,1172.454811086,True
129,8,2,8,1,2260,143,589.173295346,dack,1,0,1,288781,True,1174.469811086,True
129,8,2,8,1,2285,147,590.031295346,dack,0,0,1,289526,False,,
129,8,2,8,1,2271,144,590.031295346,dack,1,0,1,289528,False,,
129,4,5,8,1,956,97,595.253000028,no_ack,2,1,1,293483,False,,
129,7,8,7,1,2450,101,595.387292442,dack,0,0,1,293795,False,,
129,8,2,8,1,2292,148,596.934295346,dack,1,0,1,295031,False,,
129,7,8,7,1,2451,102,598.559292442,dack,0,0,1,296373,True,1271.566811086,True
129,8,2,7,1,1820,149,600.249295346,dack,0,0,1,297673,True,1175.652811086,True
129,7,8,7,1,2477,104,604.240292442,dack,1,0,1,301644,False,,
129,7,8,7,1,2459,103,604.968292442,dack,2,0,1,302410,True,1296.240811086,True
129,7,8,7,1,2486,105,605.553292442,dack,0,0,1,302926,True,1297.319811086,True
129,8,2,7,1,1905,150,608.283295346,dack,0,0,1,305530,True,1180.345811086,True
129,8,2,8,1,2433,153,610.363295346,dack,0,0,1,307483,True,1188.093811086,True
129,8,2,8,1,2416,152,610.363295346,dack,0,0,1,307485,True,1181.671811086,True
129,8,2,7,1,1912,154,611.169295346,dack,0,0,1,308468,True,1190.602811086,True
129,4,5,8,1,962,98,611.338292444,ack,2,1,1,308614,True,645.954811086,True
129,8,2,7,1,1924,155,611.585295346,dack,0,0,1,309090,True,1191.733811086,True
129,8,2,7,1,1906,151,611.962295346,dack,1,0,1,309443,True,1203.212811086,True
129,7,8,7,1,2488,106,616.096292442,dack,0,0,1,313039,True,1299.919811086,True
129,8,2,7,1,1942,156,618.046295346,dack,0,0,1,314600,False,,
129,4,5,8,1,968,99,619.346292444,ack,2,1,1,315702,True,649.451811086,True
129,7,8,7,1,2512,107,619.463292442,dack,0,0,1,315904,True,1318.886811086,True
129,8,2,7,1,2052,157,621.179295346,dack,0,0,1,317326,True,1217.148811086,True
129,7,8,7,1,2579,108,625.014292442,dack,0,0,1,320716,False,,
129,4,5,7,1,889,100,625.729292444,ack,2,1,1,321399,True,669.497811086,True
129,4,5,8,1,950,101,626.093292444,ack,0,1,1,321769,True,655.288811086,True
129,7,8,7,1,2594,109,626.314292442,dack,0,0,1,322138,True,1303.988811086,True
129,8,2,8,1,2478,159,631.358295346,dack,0,0,1,327362,True,1192.123811086,True
129,8,2,7,1,2089,160,632.242295346,dack,0,0,1,328308,True,1204.356811086,True
129,8,2,7,1,2088,158,632.242295346,dack,1,0,1,328310,True,1215.848811086,True
129,4,5,7,1,895,102,632.606292444,ack,1,1,1,328678,True,656.497811086,True
129,8,2,7,1,2060,161,632.710295346,dack,0,0,1,328881,True,1230.005811086,True
129,4,5,7,1,883,103,632.996292444,ack,0,1,1,329123,True,657.966811086,True
129,8,2,8,1,2493,162,633.347295346,dack,0,0,1,329663,True,1216.563811086,True
129,4,5,7,1,919,104,635.739292444,ack,1,1,1,332186,True,658.252811086,True
129,8,2,7,1,2188,163,636.376295346,dack,1,0,1,332983,True,1220.554811086,True
129,7,8,7,1,2602,110,636.714292442,dack,0,0,1,333367,True,1323.878811086,True
129,7,8,7,1,2626,111,639.938292442,dack,0,0,1,336099,True,1316.624811086,True
129,4,5,7,1,877,105,640.133292444,ack,1,1,1,336304,True,685.383811086,True
129,8,2,8,1,2518,164,640.159295346,dack,0,0,1,336446,True,1222.036811086,True
129,4,5,7,1,931,106,641.043292444,ack,0,1,1,337340,True,661.047811086,True
129,7,8,7,1,2700,112,645.489292442,dack,0,0,1,340580,True,1325.490811086,True
129,7,8,7,1,2712,113,645.866292442,dack,0,0,1,340985,True,1318.197811086,True
129,7,8,7,1,2723,114,647.426292442,dack,0,0,1,342562,True,1334.785811086,True
129,4,5,7,1,913,107,649.216000028,no_ack,2,1,1,344294,False,,
129,8,2,8,1,2530,165,649.350295346,dack,2,0,1,344566,False,,
129,4,5,7,1,937,108,650.260292444,ack,0,1,1,345382,True,674.502811086,True
129,8,2,8,1,2546,166,652.080295346,dack,0,0,1,347598,True,1232.787811086,True
129,8,2,8,1,2570,167,652.678295346,dack,0,0,1,348190,True,1222.374811086,True
129,8,2,7,1,2195,168,653.341295346,dack,0,0,1,348807,True,1233.398811086,True
129,8,2,7,1,2196,169,653.939295346,dack,0,0,1,349408,True,1233.671811086,True
129,8,2,7,1,2201,170,654.290295346,dack,0,0,1,349747,False,,
129,8,2,7,1,2217,171,656.890295346,dack,0,0,1,351877,True,1234.802811086,True
129,7,8,7,1,2734,115,657.891292442,dack,0,0,1,353032,False,,
129,7,8,7,1,2753,116,662.987292442,dack,1,0,1,357692,True,1368.026811086,True
129,8,2,8,1,2648,172,665.249295346,dack,1,0,1,359433,True,1237.363811086,True
129,4,5,7,1,907,109,665.483292444,ack,2,1,1,359723,True,690.986811086,True
129,7,8,7,1,2813,117,666.406292442,dack,0,0,1,360765,True,1390.932811086,True
129,7,8,7,1,2832,118,668.902292442,dack,1,0,1,363637,True,1391.933811086,True
129,4,5,7,1,949,110,670.306292444,ack,1,1,1,364824,True,694.041811086,True
129,7,8,7,1,2864,119,670.735292442,dack,1,0,1,365381,True,1478.500811086,True
129,8,2,7,1,2324,175,673.842295346,dack,0,0,1,368863,False,,
129,8,2,7,1,2245,174,673.842295346,dack,0,0,1,368865,True,1248.660811086,True
129,8,2,7,1,2352,176,675.675295346,dack,0,0,1,370455,True,1252.144811086,True
